codigo,nome,tipo,descricao,exercicio
12300000000000,"contribuicoes para Entidades Privadas de servico Social e de Formacao Profissional",S,"Agrega as receitas decorrentes das contribuicoes, bem como dos respectivos adicionais, arrecadados em favor das entidades privadas de servico social, de apoio e de formacao profissional.",2025
12310000000000,"contribuicoes para Entidades Privadas de servico Social e de Formacao Profissional",S,"Agrega as receitas decorrentes das contribuicoes, bem como dos respectivos adicionais, arrecadados em favor das entidades privadas de servico social, de apoio e de formacao profissional.",2025
12315000000000,"contribuicoes para Entidades Privadas de servico Social e de Formacao Profissional",S,"Registra as receitas decorrentes das contribuicoes, bem como dos respectivos adicionais, arrecadados em favor das entidades privadas de servico social, de apoio e de formacao profissional.",2025
12400000000000,"Contribuicoes para o Custeio do servico de Iluminacao Publica",S,"Agrega a receita decorrente da Contribuicoes para o custeio do servico de iluminacao Publica.",2025
12410000000000,"Contribuicoes para o Custeio do servico de Iluminacao Publica",S,"Agrega a receita decorrente da Contribuicoes para o custeio do servico de iluminacao Publica.",2025
12415000000000,"Contribuicoes para o Custeio do servico de Iluminacao Publica",S,"Registra a receita decorrente da Contribuicoes para o custeio do servico de iluminacao Publica.",2025
13000000000000,"Receita Patrimonial",S,"Agrega recursos decorrentes da fruicao do patrimonio mobili rio e imobili rio do ente Publico.",2025
13100000000000,"Exploracao do patrimonio Imobili rio do Estado",S,"Agrega recursos decorrentes da fruicao do patrimonio imobili rio do ente Publico.",2025
13110000000000,"Exploracao do patrimonio Imobili rio do Estado",S,"Agrega recursos decorrentes da fruicao do patrimonio imobili rio do ente Publico.",2025
13110100000000,"Aluguis, Arrendamentos, Foros, Laudmios, Tarifas de Ocupacao",S,"Agrega as receitas que se originaram da exploracao do patrimonio imobili rio do Estado, como, por exemplo, as provenientes de aluguis, arrendamentos, foros, laudmios, tarifas de ocupacao de terrenos, tarifas de ocupacao de im¢veis, cessao de direito de uso, dentre outras.",2025
13110110000000,"Aluguis e Arrendamentos",A,"Registra as receitas que se originaram da exploracao do patrimonio imobili rio do Estado, como, por exemplo, as provenientes de aluguis e arrendamentos, dentre outras.",2025
13110120000000,"Foros, Laudmios e Tarifas de Ocupacao",A,"Registra as receitas que se originaram da exploracao do patrimonio imobili rio do Estado, como, por exemplo, foros, laudmios, tarifas de ocupacao de terrenos, tarifas de ocupacao de im¢veis.",2025
13110200000000,"Concessao, Permissao, Autorizacao ou Cessao do Direito de Uso de Bens Im¢veis Publicos",S,"Registra receitas provenientes da utilizacao de  reas de dom¡nio da Uniao, as quais, a critrio do Poder Executivo, poderao ser cedidas, gratuitamente ou em condiäes especiais, sob qualquer regimes previsto em Lei, quai sejam: concessao, permissao ou autorizacao de uso de bem Publico.",2025
13119900000000,"Outras Receitas Imobili rias",S,"Registra receitas oriundas da exploracao do patrimonio imobili rio do Estado que nao tenham se enquadrado nos itens anteriores.",2025
13200000000000,"Valores Mobili rios",S,"Agrega as receitas decorrentes de valores mobili rios.",2025
13210000000000,"Juros e Correäes Monet rias",S,"Agrega as receitas decorrentes de juros e correäes monet rias",2025
13210100000000,"Remuneracao de Depositos Banc rios",S,"Registra as receitas decorrentes de juros e correäes monet rias incidentes sobre Depositos banc rios",2025
13210200000000,"Remuneracao de Depositos Especiais",S,"Registra a receita oriunda de juros e correäes monet rias auferidos sobre Depositos especiais.",2025
13210300000000,"Remuneracao de Saldos de Recursos nao-Desembolsados",S,"Registra a receita oriunda de juros e correäes monet rias auferidos sobre saldos de recursos nao desembolsados.",2025
13210400000000,"Remuneracao dos Recursos do Regime Pr¢prio de Previdencia Social - RPPS",S,"Registra recursos oruindos dos rendimentos auferidos decorrentes da aplicacao de recursos do RPPS no mercado financeiro, em fundos de renda fixa, de renda vari vel, ou em fundos imobili rios.",2025
13210500000000,"Juros de titulos de Renda",S,"Registra recursos oriundos de juros de t¡tulo de renda, provenientes de aplicaäes no mercado financeiro. Inclui o resultado das aplicaäes em titulos Publicos.",2025
13210600000000,"Juros sobre o Capital Pr¢prio",S,"Registra recursos provenientes do pagamento  Uniao, aos estados, ao DF e aos Municipios, em face dos lucros obtidos pelas empresas estatais a t¡tulo de Juros sobre o Capital Pr¢prio. A exemplo dos dividendos, juros sobre o capital pr¢prio sao valores pagos pelas empresas em virtude de lucros obtidos. Trata-se, portanto, de receita Primaria.",2025
13220000000000,Dividendos,S,"Agrega as receitas decorrente de dividendos.",2025
13220100000000,Dividendos,S,"Registra as receitas decorrente de dividendos.",2025
13230000000000,Participaäes,S,"Agrega receitas atribu¡veis  Uniao, provenientes da participacao societ ria nos resultados de empresas.",2025
13230100000000,Participaäes,S,"Registra receitas atribu¡veis  Uniao, provenientes da participacao societ ria nos resultados de empresas.",2025
13290000000000,"Outros Valores Mobili rios",S,"Agrega as receitas de valores mobili rios nao classificadas nos itens anteriores.",2025
13299900000000,"Outros Valores Mobili rios",S,"Registra as receitas de valores mobili rios nao classificadas nos itens anteriores.",2025
13300000000000,"Delegacao de servicos Publicos Mediante Concessao, Permissao, Autorizacao ou Licena",S,"Agrega receitas decorrentes da delegacao (mediante Concessao, Permissao ou Autorizacao) para o setor privado ou outros entes estatais prestarem servicos Publicos.",2025
13310000000000,"Delegacao para a Prestacao dos servicos de Transporte",S,"Agrega receitas decorrentes da delegacao (mediante Concessao, Permissao ou Autorizacao) para o setor privado ou outros entes estatais prestarem servicos Publicos de transporte",2025
13310100000000,"Delegacao para a Prestacao dos servicos de Transporte Rodovi rio",S,"Registra receitas decorrentes da delegacao (mediante Concessao, Permissao ou Autorizacao) para o setor privado ou outros entes estatais prestarem servicos Publicos de transporte rodovi rio.",2025
13310200000000,"Delegacao para a Prestacao dos servicos de Transporte Ferrovi rio",S,"Registra receitas decorrentes da delegacao (mediante Concessao, Permissao ou Autorizacao) para o setor privado ou outros entes estatais prestarem servicos Publicos de transporte ferrovi rio.",2025
13310300000000,"Delegacao para a Prestacao dos servicos de Transporte Metrovi rio",S,"Registra receitas decorrentes da delegacao (mediante Concessao, Permissao ou Autorizacao) para o setor privado ou outros entes estatais prestarem servicos Publicos de transporte metrovi rio.",2025
13310400000000,"Delegacao para a Prestacao dos servicos de Transporte Aquavi rio",S,"Registra receitas decorrentes da delegacao (mediante Concessao, Permissao ou Autorizacao) para o setor privado ou outros entes estatais prestarem servicos Publicos de transporte aquavi rio.",2025
13310500000000,"Delegacao para a Prestacao dos servicos de Transporte Aerovi rio",S,"Registra receitas decorrentes da delegacao (mediante Concessao, Permissao ou Autorizacao) para o setor privado ou outros entes estatais prestarem servicos Publicos de transporte aerovi rio.",2025
13320000000000,"Delegacao dos servicos de Infraestrutura",S,"Agrega receitas decorrentes da delegacao para o setor privado ou outros entes estatais explorarem servicos Publicos de infraestrutura, mediante Concessao, Permissao ou Autorizacao.",2025
13320100000000,"Delegacao para Exploracao da Infraestrutura de Transporte Rodovi rio",S,"Agrega receitas decorrentes da delegacao para o setor privado explorar servicos Publicos de infraestrutura de Transporte Rodovi rio, mediante Concessao, Permissao ou Autorizacao.",2025
13320110000000,"Delegacao para Exploracao da Infraestrutura de Transporte Rodovi rio para o Setor Privado",A,"Registra receitas decorrentes da delegacao para o setor privado explorar servicos Publicos de infraestrutura de Transporte Rodovi rio, mediante Concessao, Permissao ou Autorizacao.",2025
13320120000000,"Delegacao para Exploracao da Infraestrutura de Transporte Rodovi rio para os Estados, Distrito Federal e Municipios",A,"Registra receitas decorrentes de convnio firmado entre o Ministrio dos Transportes (representando a Uniao) e os demais entes federados (Estados, DF, Municipios) por meio do qual delega-se para os entes federados a competencia para administrar e explorar trechos de rodovias federais ou obras rodovi rias federais.",2025
13320200000000,"Delegacao para Exploracao da Infraestrutura de Transporte Ferrovi rio",S,"Registra receitas decorrentes da delegacao para o setor privado explorar servicos Publicos de infraestrutura de Transporte Ferrovi rio, mediante Concessao, Permissao ou Autorizacao.",2025
13320300000000,"Delegacao para Exploracao da Infraestrutura de Transporte Aquavi rio",S,"Registra receitas decorrentes da delegacao para o setor privado explorar servicos Publicos de infraestrutura de Transporte Aquavi rio, mediante Concessao, Permissao ou Autorizacao.",2025
13320400000000,"Delegacao para Exploracao da Infraestrutura Aeroportu ria",S,"Registra as receitas de outorga de infraestrutura aeroportu ria.",2025
13330000000000,"Delegacao dos servicos de Telecomunicacao",S,"Agrega as receitas decorrentes da delegacao dos servicos de teleComunicacoes",2025
13330100000000,"Delegacao dos servicos de Telecomunicacao - Poder Concedente no Regime Publico",S,"Agrega as receitas relativas ao exerc¡cio do poder concedente dos servicos de teleComunicacoes, no regime Publico, inclusive pagamentos pela outorga, multas e indenizaäes.",2025
13330110000000,"Delegacao dos servicos de Telecomunicacao - Poder Concedente no Regime Publico - nao Proveniente da Utilizacao de Posiäes Orbitais",A,"Registra as receitas relativas ao exerc¡cio do poder concedente dos servicos de teleComunicacoes, no regime Publico, inclusive pagamentos pela outorga, multas e indenizaäes. Essa natureza registra apenas os recursos nao provenientes da utilizacao de posiäes orbitais.",2025
13330120000000,"Delegacao dos servicos de Telecomunicacao - Poder Concedente no Regime Publico - Proveniente da Utilizacao de Posiäes Orbitais",A,"Registra as receitas relativas ao exerc¡cio do poder concedente dos servicos de teleComunicacoes, no regime Publico, inclusive pagamentos pela outorga, multas e indenizaäes. Essa natureza registra apenas os recursos provenientes da utilizacao de posiäes orbitais",2025
13330200000000,"Delegacao dos servicos de Telecomunicacao - Atividade Ordenadora no Regime Privado",S,"Agrega as receitas relativas ao exerc¡cio da atividade ordenadora da exploracao de servicos de teleComunicacoes, no regime privado, inclusive pagamentos pela expedicao de autorizacao de servico, multas e indenizaäes.",2025
13330210000000,"Delegacao dos servicos de Telecomunicacao - Atividade Ordenadora no Regime Privado - nao Proveniente da Utilizacao de Posiäes Orbitais",A,"Registra as receitas relativas ao exerc¡cio da atividade ordenadora da exploracao de servicos de teleComunicacoes, no regime privado, inclusive pagamentos pela expedicao de autorizacao de servico, multas e indenizaäes. Essa natureza registra apenas os recursos nao provenientes da utilizacao de posiäes orbitais.",2025
13330220000000,"Delegacao dos servicos de Telecomunicacao - Atividade Ordenadora no Regime Privado - Proveniente da utilizacao de Posiäes Orbitais",A,"Registra as receitas relativas ao exerc¡cio da atividade ordenadora da exploracao de servicos de teleComunicacoes, no regime privado, inclusive pagamentos pela expedicao de autorizacao de servico, multas e indenizaäes. Essa natureza registra apenas os recursos provenientes da utilizacao de posiäes orbitais.",2025
13330300000000,"Delegacao dos servicos de Radiodifusao Sonora e de Sons e Imagens",S,"Agrega as receitas relativas ao exerc¡cio do poder concedente dos servicos Publicos de radiodifusao, a serem recebidos direta e livremente pelo Publico em geral, compreendendo a radiodifusao sonora e de sons e imagens.",2025
13330310000000,"Delegacao dos servicos de Radiodifusao Sonora e de Sons e Imagens - nao Proveniente da Utilizacao de Posiäes Orbitais",A,"Registra as receitas relativas ao exerc¡cio do poder concedente dos servicos Publicos de radiodifusao, a serem recebidos direta e livremente pelo Publico em geral, compreendendo a radiodifusao sonora e de sons e imagens. Essa natureza registra apenas os recursos nao provenientes da utilizacao de posiäes orbitais.",2025
13330320000000,"Delegacao dos servicos de Radiodifusao Sonora e de Sons e Imagens - Proveniente da Utilizacao de Posiäes Orbitais",A,"Registra as receitas relativas ao exerc¡cio do poder concedente dos servicos Publicos de radiodifusao, a serem recebidos direta e livremente pelo Publico em geral, compreendendo a radiodifusao sonora e de sons e imagens. Essa natureza registra apenas os recursos provenientes da utilizacao de posiäes orbitais.",2025
13330400000000,"Cessao do Direito de Uso de Radiofrequncia",S,"Agrega as receitas relativas  cessao do direito de uso de radiofrequncia para qualquer fim, inclusive multas e indenizaäes.",2025
13330410000000,"Cessao do Direito de Uso de Radiofrequncia - nao Proveniente da Utilizacao de Posiäes Orbitais",A,"Registra as receitas relativas  cessao do direito de uso de radiofrequncia para qualquer fim, inclusive multas e indenizaäes. Essa natureza registra apenas os recursos nao provenientes da utilizacao de posiäes orbitais.",2025
13330420000000,"Cessao do Direito de Uso de Radiofrequncia - Proveniente da Utilizacao de Posiäes Orbitais",A,"Registra as receitas relativas  cessao do direito de uso de radiofrequncia para qualquer fim, inclusive multas e indenizaäes. Essa natureza registra apenas os recursos provenientes da utilizacao de posiäes orbitais.",2025
13330500000000,"Cessao do Direito de Exploracao de Satlite Brasileiro",S,"Registra recursos provenientes da cessao do direito de exploracao de satlite brasileiro, mediante licitacao. Direito de exploracao de satlite brasileiro para transporte de sinais de teleComunicacoes  o que assegura a ocupacao da ¢rbita e o uso das radiofrequncias destinadas ao controle e monitoracao do satlite e  telecomunicacao via satlite. O direito de exploracao de satlite brasileiro ser  conferido a t¡tulo oneroso, podendo o pagamento, conforme dispuser a Agncia Nacional de TeleComunicacoes, fazer-se na forma de quantia certa, em uma ou v rias parcelas, bem como de parcelas anuais ou, complementarmente, de cessao de capacidade.",2025
13330600000000,"Transferencia da Delegacao dos servicos de TeleComunicacoes ou do Direito de Uso de Radiofrequncia",S,"Agrega as receitas decorrentes de preco Publico, cobrado pela Agncia Nacional de TeleComunicacoes, como condicao para a Transferencia da delegacao dos servicos de teleComunicacoes ou do uso de radiofrequncia, a ser pago pela cession ria, na forma de quantia certa, em uma ou v rias parcelas, ou de parcelas anuais, nos termos da regulamentacao editada pela Agncia.",2025
13330610000000,"Transferencia da Delegacao dos servicos de TeleComunicacoes ou do Direito de Uso de Radiofrequncia - nao Proveniente da Utilizacao de Posiäes Orbitais",A,"Registra as receitas decorrentes de preco Publico, cobrado pela Agncia Nacional de TeleComunicacoes, como condicao para a Transferencia da delegacao dos servicos de teleComunicacoes ou do uso de radiofrequncia, a ser pago pela cession ria, na forma de quantia certa, em uma ou v rias parcelas, ou de parcelas anuais, nos termos da regulamentacao editada pela Agncia. Essa natureza registra apenas os recursos nao provenientes da utilizacao de posiäes orbitais.",2025
13330620000000,"Transferencia da Delegacao dos servicos de TeleComunicacoes ou do Direito de Uso de Radiofrequncia - Proveniente da Utilizacao de Posiäes Orbitais",A,"Registra as receitas decorrentes de preco Publico, cobrado pela Agncia Nacional de TeleComunicacoes, como condicao para a Transferencia da delegacao dos servicos de teleComunicacoes ou do uso de radiofrequncia, a ser pago pela cession ria, na forma de quantia certa, em uma ou v rias parcelas, ou de parcelas anuais, nos termos da regulamentacao editada pela Agncia. Essa natureza registra apenas os recursos provenientes da utilizacao de posiäes orbitais.",2025
13330700000000,"Concessao de Licenas e Autorizaäes da Agncia Espacial Brasileira",S,"Registra as receitas provenientes da concessao de licenas e autorizaäes da Agncia Espacial Brasileira - AEB.",2025
13339900000000,"Outras Delegaäes dos servicos de Telecomunicacao",S,"Agrega as receitas decorrentes concessäes, permissäes e autorizaäes dos servicos de teleComunicacoes e de uso de radiofrequncia nao relacionados nos itens anteriores. nao inclui receitas provenientes de posiäes orbitais.",2025
13339910000000,"Outras Delegaäes dos servicos de Telecomunicacao - nao Proveniente da Utilizacao de Posiäes Orbitais",A,"Registra as receitas decorrentes de concessäes, permissäes e autorizaäes dos servicos de teleComunicacoes e de uso de radiofrequncia nao relacionados nos itens anteriores. Essa natureza registra apenas os recursos nao provenientes da utilizacao de posiäes orbitais.",2025
13339920000000,"Outras Delegaäes dos servicos de Telecomunicacao - Proveniente da Utilizacao de Posiäes Orbitais",A,"Registra as receitas decorrentes de concessäes, permissäes e autorizaäes dos servicos de teleComunicacoes e de uso de radiofrequncia nao relacionados nos itens anteriores. Essa natureza registra apenas os recursos provenientes da utilizacao de posiäes orbitais.",2025
13340000000000,"Concessao para Prestacao de servicos de Energia Eltrica",S,"Agrega receitas originadas de concessao para prestacao de servicos de energia eltrica.",2025
13340100000000,"Concessao dos servicos de Geracao, Transmissao ou Distribuicao de Energia Eltrica",S,"Registra as receitas originadas de concessao dos servicos de geracao, transmissao ou distribuicao de energia eltrica.",2025
13350000000000,"Delegacao dos servicos de Saneamento B sico",S,"Agrega receitas originadas de delegacao para prestacao de servicos de Saneamento B sico, compreendendo infraestruturas e instalaäes operacionais de abastecimento de  gua, esgotamento Sanitario, limpeza urbana e manejo de res¡duos s¢lidos e drenagem e manejo das  guas pluviais urbanas. ",2025
13355000000000,"Delegacao dos servicos de abastecimento de  gua pot vel",S,"Registra as receitas originadas de delegacao dos servicos Publicos de abastecimento de  gua pot vel, constitu¡do pelas atividades e pela disponibilizacao e manutencao de infraestruturas e instalaäes operacionais necess rias ao abastecimento Publico de  gua pot vel. ",2025
13355100000000,"Delegacao dos servicos de esgotamento Sanitario",S,"Registra as receitas originadas de delegacao dos servicos Publicos de esgotamento Sanitario, constitu¡do pelas atividades e pela disponibilizacao e manutencao de infraestruturas e instalaäes operacionais necess rias  coleta, ao transporte, ao tratamento e  disposicao final adequados dos esgotos Sanitarios. ",2025
13355200000000,"Delegacao dos servicos de limpeza urbana e manejo de res¡duos s¢lidos",S,"Registra as receitas originadas de delegacao dos servicos Publicos de limpeza urbana e manejo de res¡duos s¢lidos, constitu¡dos pelas atividades e pela disponibilizacao e manutencao de infraestruturas e instalaäes operacionais de coleta, varricao manual e mecanizada, asseio e conservacao urbana, transporte, transbordo, tratamento e destinacao final ambientalmente adequada dos res¡duos s¢lidos domiciliares e dos res¡duos de limpeza urbana.",2025
13355300000000,"Delegacao dos servicos de drenagem e manejo das  guas pluviais urbanasÿ",S,"Registra as receitas originadas de delegacao dos servicos Publicos de drenagem e manejo das  guas pluviais urbanas, constitu¡dos pelas atividades, pela infraestrutura e pelas instalaäes operacionais de drenagem de  guas pluviais, transporte, detencao ou retencao para o amortecimento de vazäes de cheias, tratamento e disposicao final das  guas pluviais drenadas, contempladas a limpeza e a fiscalizacao preventiva das redes.",2025
13390000000000,"Demais Delegaäes de servicos Publicos",S,"Agrega demais receitas oriundas da delegacao de servicos Publicos",2025
13390100000000,"Outorga de Loteria de Aposta de Quota Fixa",S,"Registra o ingresso de recursos relativos  outorga de Loteria de Aposta de Quota Fixa.",2025
13390200000000,"Outorga de Loteria Instantnea Exclusiva ? LOTEX",S,"Registra o ingresso de recursos relativos  outorga de Loteria Instantnea Exclusiva- LOTEX.",2025
13399900000000,"Outras Delegaäes de servicos Publicos",S,"Registra receitas decorrentes da delegacao para prestacao de servicos Publicos nao abarcadas por codigos especificos.",2025
13400000000000,"Exploracao de Recursos Naturais",S,"Agrega as receitas originadas da exploracao de recursos naturais.",2025
13410000000000,"Petr¢leo - Regime de Concessao",S,"Agrega as receitas oriundas da producao de petr¢leo, gas natural ou outros hidrocarbonetos fluidos, quando a lavra ocorrer sob o regime de concessao.",2025
13410100000000,"Outorga de Exploracao e Producao de Petr¢leo e gas Natural - Regime de Concessao",S,"Agrega as receitas de outorga dos servicos de exploracao e producao de petr¢leo e gas natural no regime de concessao.",2025
13410110000000,"Bnus de Assinatura do Contrato de Concessao",A,"Registra as receitas decorrentes do pagamento oferecido na proposta para obtencao da concessao. Esse bnus de assinatura ter  valor minimo estabelecido em edital, devendo ser pago no ato da assinatura do contrato.",2025
13410120000000,"Pagamento pela Retencao de µrea para Exploracao ou Producao",A,"Registra as receitas auferidas em funcao do pagamento anual pela retencao de  rea para exploracao, desenvolvimento ou producao de petr¢leo e gas natural.",2025
13410200000000,"Royalties minimos pela Producao de Petr¢leo - Contrato de Concessao",S,"Agrega as receitas oriundas da producao de petr¢leo, gas natural ou outros hidrocarbonetos fluidos, quando a lavra ocorrer sob o regime de concessao.",2025
13410210000000,"Royalties minimos pela Producao de Petr¢leo em Terra (Qualquer Situacao) - Contrato de Concessao",A,"Registra as receitas oriundas da parcela do valor do royalty, previsto no contrato de concessao, que representar 5% do valor da producao de petr¢leo, gas natural ou outros hidrocarbonetos fluidos, quando a lavra ocorrer em terra.",2025
13410220000000,"Royalties minimos pela Producao de Petr¢leo em Plataforma - Contrato de Concessao - Declaracao de Comercialidade antes de 3/12/2012 - µrea e Camada Pr-Sal",A,""Registra as receitas oriundas da parcela do valor do royalty, previsto no contrato de concessao, que representar 5% do valor da producao de petr¢leo, gas natural ou outros hidrocarbonetos fluidos, quando a lavra ocorrer na plataforma continental, no mar territorial ou na zona economica exclusiva, em contratos cuja declaracao de comercialidade tenha ocorrido antes de 3/12/2012, em  reas no horizonte geol¢gico denominado Pr-Sal*, em campos localizados na  rea definida no inciso IV do caput do art. 2o da Lei no 12.351, de 2010. * Entende-se por horizonte geol¢gico denominado Pr-Sal o intervalo de rochas que se estende por baixo de uma extensa camada de sal, localizado em  reas de  guas profundas, em grande parte do litoral brasileiro."",2025
13410230000000,"Royalties minimos pela Producao de Petr¢leo em Plataforma - Contrato de Concessao - Declaracao de Comercialidade antes de 3/12/2012 - Demais Situaäes",A,""Registra as receitas oriundas da parcela do valor do royalty, previsto no contrato de concessao, que representar 5% do valor da producao de petr¢leo, gas natural ou outros hidrocarbonetos fluidos, quando a lavra ocorrer na plataforma continental, no mar territorial ou na zona economica exclusiva, em contratos cuja declaracao de comercialidade tenha ocorrido antes de 3/12/2012, fora do horizonte geol¢gico* e das  reas do pr-sal** e estratgicas. * Entende-se por horizonte geol¢gico denominado Pr-Sal o intervalo de rochas que se estende por baixo de uma extensa camada de sal, localizado em  reas de  guas profundas, em grande parte do litoral brasileiro. **A  rea do pr-sal  definida pelo inciso IV do art. 2o da Lei no 12.351, de 22 de dezembro de 2010, como a ?regiao do subsolo formada por um prisma vertical de profundidade indeterminada, com superf¡cie poligonal definida pelas coordenadas geogr ficas de seus vrtices estabelecidas no Anexo desta Lei, bem como outras regiäes que venham a ser delimitadas em ato do Poder Executivo, de acordo com a evolucao do conhecimento geol¢gico?."",2025
13410240000000,"Royalties minimos pela Producao de Petr¢leo em Plataforma - Contrato de Concessao - Declaracao de Comercialidade a partir de 3/12/2012 - Qualquer Situacao",A,"Registra as receitas oriundas da parcela do valor do royalty, previsto no contrato de concessao, que representar 5% do valor da producao de petr¢leo, gas natural ou outros hidrocarbonetos fluidos, quando a lavra ocorrer na plataforma continental, no mar territorial ou na zona economica exclusiva, em contratos cuja declaracao de comercialidade tenha ocorrido a partir de 3/12/2012.",2025
13410300000000,"Royalties Excedentes pela Producao de Petr¢leo - Contrato de Concessao",S,"Agrega as receitas oriundas da producao de petr¢leo, gas natural ou outros hidrocarbonetos fluidos, quando a lavra ocorrer sob o regime de concessao.",2025
13410310000000,"Royalties Excedentes pela Producao de Petr¢leo em Terra (Qualquer Situacao) - Contrato de Concessao",A,"Registra as receitas oriundas da parcela do valor do royalty, previsto no contrato de concessao, que exceder a 5% do valor da producao de petr¢leo, gas natural ou outros hidrocarbonetos fluidos, quando a lavra ocorrer em terra.",2025
13410320000000,"Royalties Excedentes pela Producao de Petr¢leo em Plataforma - Contrato de Concessao - Declaracao de Comercialidade antes de 3/12/2012 - µrea e Camada Pr-Sal",A,""Registra as receitas oriundas da parcela do valor do royalty, previsto no contrato de concessao, que exceder a 5% do valor da producao de petr¢leo, gas natural ou outros hidrocarbonetos fluidos, quando a lavra ocorrer na plataforma continental, no mar territorial ou na zona economica exclusiva, em contratos cuja declaracao de comercialidade tenha ocorrido antes de 3/12/2012, em  reas no horizonte geol¢gico denominado Pr-Sal*, em campos localizados na  rea definida no inciso IV do caput do art. 2o da Lei no 12.351, de 2010. * Entende-se por horizonte geol¢gico denominado Pr-Sal o intervalo de rochas que se estende por baixo de uma extensa camada de sal, localizado em  reas de  guas profundas, em grande parte do litoral brasileiro."",2025
13410330000000,"Royalties Excedentes pela Producao de Petr¢leo em Plataforma - Contrato de Concessao - Declaracao de Comercialidade antes de 3/12/2012 - Demais Situaäes",A,""Registra as receitas oriundas da parcela do valor do royalty, previsto no contrato de concessao, que exceder a 5% do valor da producao de petr¢leo, gas natural ou outros hidrocarbonetos fluidos, quando a lavra ocorrer na plataforma continental, no mar territorial ou na zona economica exclusiva, em contratos cuja declaracao de comercialidade tenha ocorrido antes de 3/12/2012, fora do horizonte geol¢gico* e das  reas do pr-sal** e estratgicas. * Entende-se por horizonte geol¢gico denominado Pr-Sal o intervalo de rochas que se estende por baixo de uma extensa camada de sal, localizado em  reas de  guas profundas, em grande parte do litoral brasileiro. **A  rea do pr-sal  definida pelo inciso IV do art. 2o da Lei no 12.351, de 22 de dezembro de 2010, como a ?regiao do subsolo formada por um prisma vertical de profundidade indeterminada, com superf¡cie poligonal definida pelas coordenadas geogr ficas de seus vrtices estabelecidas no Anexo desta Lei, bem como outras regiäes que venham a ser delimitadas em ato do Poder Executivo, de acordo com a evolucao do conhecimento geol¢gico?."",2025
13410340000000,"Royalties Excedentes pela Producao de Petr¢leo em Plataforma - Contrato de Concessao - Declaracao de Comercialidade a partir de 3/12/2012 - Qualquer Situacao",A,"Registra  as receitas oriundas da parcela do valor do royalty, previsto no contrato de concessao, que exceder a 5% do valor da producao de petr¢leo, gas natural ou outros hidrocarbonetos fluidos, quando a lavra ocorrer na plataforma continental, no mar territorial ou na zona economica exclusiva, em contratos cuja declaracao de comercialidade tenha ocorrido a partir de 3/12/2012.",2025
13410400000000,"Participacao Especial pela Producao de Petr¢leo - Contrato de Concessao",S,"Agrega as receitas oriundas da participacao especial pela producao de petr¢leo, gas natural ou outros hidrocarbonetos fluidos, quando a lavra ocorrer sob o regime de concessao.",2025
13410410000000,"Participacao Especial pela Producao de Petr¢leo em Terra (Qualquer Situacao) - Contrato de Concessao",A,""Registra as receitas auferidas a t¡tulo de participacao especial pela producao de petr¢leo, gas natural ou outros hidrocarbonetos fluidos em campos explorados sob regime de concessao, quando a lavra ocorrer em terra. O art. 50 da Lei no 9.478, de 6 de agosto de 1997, determina que ?o edital e o contrato estabelecerao que, nos casos de grande volume de producao, ou de grande rentabilidade, haver  o pagamento de uma participacao especial [...]?. Conforme dispäe o õ 1o do referido art. 50, ?a participacao especial ser  aplicada sobre a receita bruta da producao, deduzidos os royalties, os investimentos na exploracao, os custos operacionais, a depreciacao e os tributos previstos na legislacao em vigor?."",2025
13410420000000,"Participacao Especial pela Producao de Petr¢leo em Plataforma - Contrato de Concessao - Declaracao de Comercialidade antes de 3/12/2012 - µrea e Camada Pr-Sal",A,""Registra as receitas auferidas a t¡tulo de participacao especial pela producao de petr¢leo, gas natural ou outros hidrocarbonetos fluidos em campos explorados sob regime de concessao, quando a lavra ocorrer na plataforma continental, no mar territorial ou na zona economica exclusiva, em contratos cuja declaracao de comercialidade tenha ocorrido antes de 3/12/2012, em  reas no horizonte geol¢gico denominado Pr-Sal*, em campos localizados na  rea definida no inciso IV do caput do art. 2o da Lei no 12.351, de 2010. O art. 50 da Lei no 9.478, de 6 de agosto de 1997, determina que ?o edital e o contrato estabelecerao que, nos casos de grande volume de producao, ou de grande rentabilidade, haver  o pagamento de uma participacao especial [...]?. Conforme dispäe o õ 1o do referido art. 50, ?a participacao especial ser  aplicada sobre a receita bruta da producao, deduzidos os royalties, os investimentos na exploracao, os custos operacionais, a depreciacao e os tributos previstos na legislacao em vigor?. * Entende-se por horizonte geol¢gico denominado Pr-Sal o intervalo de rochas que se estende por baixo de uma extensa camada de sal, localizado em  reas de  guas profundas, em grande parte do litoral brasileiro."",2025
