codigo;nome;tipo;descricao
1215561000000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Ativo";S;"Registra o valor da arrecadação da receita de contribuições dos militares ativos, oriunda de sentenças judiciais, para o custeio do Sistema de Proteção Social dos Militares."
1215561100000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Ativo - Principal";A;"Vide descrição do código de receita principal."
1215561200000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Ativo - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1215561300000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Ativo - Dívida Ativa";A;"Vide descrição do código de receita principal."
1215561400000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Ativo - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1215561500000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Ativo - Multas";A;"Vide descrição do código de receita principal."
1215561600000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Ativo - Juros de Mora";A;"Vide descrição do código de receita principal."
1215561700000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Ativo - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1215561800000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Ativo - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1215562000000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Inativo";S;"Registra o valor da arrecadação da receita de contribuições dos militares inativos, oriunda de sentenças judiciais, para o custeio do Sistema de Proteção Social dos Militares."
1215562100000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Inativo - Principal";A;"Vide descrição do código de receita principal."
1215562200000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Inativo - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1215562300000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Inativo - Dívida Ativa";A;"Vide descrição do código de receita principal."
1215562400000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Inativo - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1215562500000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Inativo - Multas";A;"Vide descrição do código de receita principal."
1215562600000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Inativo - Juros de Mora";A;"Vide descrição do código de receita principal."
1215562700000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Inativo - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1215562800000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Militar Inativo - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1215563000000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Pensionistas Militares";S;"Registra o valor da arrecadação da receita de contribuições dos pensionistas militares, oriunda de sentenças judiciais, para o custeio do Sistema de Proteção Social dos Militares."
1215563100000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Pensionistas Militares - Principal";A;"Vide descrição do código de receita principal."
1215563200000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Pensionistas Militares - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1215563300000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Pensionistas Militares - Dívida Ativa";A;"Vide descrição do código de receita principal."
1215563400000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Pensionistas Militares - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1215563500000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Pensionistas Militares - Multas";A;"Vide descrição do código de receita principal."
1215563600000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Pensionistas Militares - Juros de Mora";A;"Vide descrição do código de receita principal."
1215563700000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Pensionistas Militares - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1215563800000000;"Contribuição do Militar Oriunda de Sentenças Judiciais - Pensionistas Militares - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216000000000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social";S;"Agrega as receitas originadas da contribuição para assistˆncia médico-hospitalar dos Policiais Militares e do Corpo de Bombeiros Militar do Distrito Federal e dos estados."
1216010000000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares";S;"Agrega as receitas originadas de recursos que integram o Fundo de Saúde da Polícia Militar do Distrito Federal e dos estados, destinado ao atendimento médico-hospitalar, médico-domiciliar, odontológico, psicológico e social do militar, seus dependentes e pensionistas."
1216011000000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares";S;"Registra as receitas originadas de recursos que integram o Fundo de Saúde da Polícia Militar do Distrito Federal e dos estados, destinado ao atendimento médico-hospitalar, médico-domiciliar, odontológico, psicológico e social do militar, seus dependentes e pensionistas."
1216011100000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Principal";A;"Vide descrição do código de receita principal."
1216011200000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1216011300000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Dívida Ativa";A;"Vide descrição do código de receita principal."
1216011400000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216011500000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Multas";A;"Vide descrição do código de receita principal."
1216011600000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Juros de Mora";A;"Vide descrição do código de receita principal."
1216011700000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216011800000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216012000000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Parcelamentos";S;"Registra as receitas originadas do parcelamento de débitos da contribuição que integra o Fundo de Saúde da Polícia Militar do Distrito Federal e dos estados, destinado ao atendimento médico-hospitalar, médico-domiciliar, odontológico, psicológico e social do militar, seus dependentes e pensionistas."
1216012100000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Parcelamentos - Principal";A;"Vide descrição do código de receita principal."
1216012200000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Parcelamentos - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1216012300000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Parcelamentos - Dívida Ativa";A;"Vide descrição do código de receita principal."
1216012400000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Parcelamentos - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216012500000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Parcelamentos - Multas";A;"Vide descrição do código de receita principal."
1216012600000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Parcelamentos - Juros de Mora";A;"Vide descrição do código de receita principal."
1216012700000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Parcelamentos - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216012800000000;"Contribuição para Fundos de Assistˆncia Médica - Policiais Militares - Parcelamentos - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216020000000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares";S;"Agrega as receitas da contribuição para a Assistˆncia Médico-Hospitalar dos Bombeiros Militares do Distrito Federal e dos estados."
1216021000000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares";S;"Registra as receitas da contribuição para a Assistˆncia Médico-Hospitalar dos Bombeiros Militares do Distrito Federal e dos estados."
1216021100000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Principal";A;"Vide descrição do código de receita principal."
1216021200000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1216021300000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Dívida Ativa";A;"Vide descrição do código de receita principal."
1216021400000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216021500000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Multas";A;"Vide descrição do código de receita principal."
1216021600000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Juros de Mora";A;"Vide descrição do código de receita principal."
1216021700000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216021800000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216022000000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Parcelamentos";S;"Registra as receitas oriundas do parcelamento de débitos da contribuição para a Assistˆncia Médico-Hospitalar dos Bombeiros Militares do Distrito Federal e dos estados."
1216022100000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Parcelamentos - Principal";A;"Vide descrição do código de receita principal."
1216022200000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Parcelamentos - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1216022300000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Parcelamentos - Dívida Ativa";A;"Vide descrição do código de receita principal."
1216022400000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Parcelamentos - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216022500000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Parcelamentos - Multas";A;"Vide descrição do código de receita principal."
1216022600000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Parcelamentos - Juros de Mora";A;"Vide descrição do código de receita principal."
1216022700000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Parcelamentos - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216022800000000;"Contribuição para Fundos de Assistˆncia Médica - Bombeiros Militares - Parcelamentos - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216030000000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis";S;"Agrega as receitas originadas de recursos que integram o Fundo de Saúde de Assistˆncia Médica, destinado ao atendimento médico-hospitalar, médico-domiciliar, odontológico, psicológico e social dos servidores civis."
1216031000000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis";S;"Registra as receitas originadas de recursos que integram o Fundo de Saúde de Assistˆncia Médica, destinado ao atendimento médico-hospitalar, médico-domiciliar, odontológico, psicológico e social dos servidores civis."
1216031100000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Principal";A;"Vide descrição do código de receita principal."
1216031200000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1216031300000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Dívida Ativa";A;"Vide descrição do código de receita principal."
1216031400000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216031500000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Multas";A;"Vide descrição do código de receita principal."
1216031600000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Juros de Mora";A;"Vide descrição do código de receita principal."
1216031700000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216031800000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216032000000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Parcelamentos";S;"Registra as receitas originadas do parcelamento de débitos da contribuição que integra o Fundo de Saúde de Assistˆncia Médica, destinado ao atendimento médico-hospitalar, médico-domiciliar, odontológico, psicológico e social dos servidores civis."
1216032100000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Parcelamentos - Principal";A;"Vide descrição do código de receita principal."
1216032200000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Parcelamentos - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1216032300000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Parcelamentos - Dívida Ativa";A;"Vide descrição do código de receita principal."
1216032400000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Parcelamentos - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216032500000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Parcelamentos - Multas";A;"Vide descrição do código de receita principal."
1216032600000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Parcelamentos - Juros de Mora";A;"Vide descrição do código de receita principal."
1216032700000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Parcelamentos - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216032800000000;"Contribuição para Fundos de Assistˆncia Médica - Servidores Civis - Parcelamentos - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216050000000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas";S;"Agrega as receitas decorrentes das contribuições mensais obrigatórias dos militares, da ativa e na inatividade, e dos pensionistas dos militares, para a constituição e manutenção dos Fundos de Saúde de cada Força Armada, e destinadas a complementar o custeio da assistˆncia médico-hospitalar."
1216051000000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas";S;"Registra as receitas decorrentes das contribuições mensais obrigatórias dos militares, da ativa e na inatividade, e dos pensionistas dos militares, para a constituição e manutenção dos Fundos de Saúde de cada Força Armada, e destinadas a complementar o custeio da assistˆncia médico-hospitalar"
1216051100000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Principal";A;"Vide descrição do código de receita principal."
1216051200000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1216051300000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Dívida Ativa";A;"Vide descrição do código de receita principal."
1216051400000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216051500000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Multas";A;"Vide descrição do código de receita principal."
1216051600000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Juros de Mora";A;"Vide descrição do código de receita principal."
1216051700000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216051800000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216052000000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Parcelamentos";S;"Registra as receitas decorrentes das contribuições mensais parceladas obrigatórias dos militares, da ativa e na inatividade, e dos pensionistas dos militares, para a constituição e manutenção dos Fundos de Saúde de cada Força Armada, e destinadas a complementar o custeio da assistˆncia médico-hospitalar"
1216052100000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Parcelamentos - Principal";A;"Vide descrição do código de receita principal."
1216052200000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Parcelamentos - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1216052300000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Parcelamentos - Dívida Ativa";A;"Vide descrição do código de receita principal."
1216052400000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Parcelamentos - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216052500000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Parcelamentos - Multas";A;"Vide descrição do código de receita principal."
1216052600000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Parcelamentos - Juros de Mora";A;"Vide descrição do código de receita principal."
1216052700000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Parcelamentos - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216052800000000;"Contribuição para Fundos de Assistˆncia Médico-Hospitalar e Social ? Forças Armadas - Parcelamentos - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216990000000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários";S;"Agrega as receitas originadas de recursos que integram o Fundo de Saúde de Assistˆncia Médica, destinado ao atendimento médico-hospitalar, médico-domiciliar, odontológico, psicológico e social de outros beneficiários não citadas nas naturezas de receitas específicas."
1216991000000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários";S;"Registra as receitas originadas de recursos que integram o Fundo de Saúde de Assistˆncia Médica, destinado ao atendimento médico-hospitalar, médico-domiciliar, odontológico, psicológico e social de outros beneficiários não citadas nas naturezas de receitas específicas."
1216991100000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Principal";A;"Vide descrição do código de receita principal."
1216991200000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1216991300000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Dívida Ativa";A;"Vide descrição do código de receita principal."
1216991400000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216991500000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Multas";A;"Vide descrição do código de receita principal."
1216991600000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Juros de Mora";A;"Vide descrição do código de receita principal."
1216991700000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216991800000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216992000000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Parcelamentos";S;"Registra as receitas originadas do parcelamento de débitos da contribuição que integra o Fundo de Saúde de Assistˆncia Médica, destinado ao atendimento médicohospitalar, médico-domiciliar, odontológico, psicológico e social de outros beneficiários não citadas nas naturezas de receitas específicas."
1216992100000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Parcelamentos - Principal";A;"Vide descrição do código de receita principal."
1216992200000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Parcelamentos - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1216992300000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Parcelamentos - Dívida Ativa";A;"Vide descrição do código de receita principal."
1216992400000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Parcelamentos - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216992500000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Parcelamentos - Multas";A;"Vide descrição do código de receita principal."
1216992600000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Parcelamentos - Juros de Mora";A;"Vide descrição do código de receita principal."
1216992700000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Parcelamentos - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1216992800000000;"Contribuição para Fundos de Assistˆncia Médica - Outros Beneficiários - Parcelamentos - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1217000000000000;"Contribuições sobre Concursos de Prognósticos e Sorteios";S;"Agrega as receitas originadas das Contribuições de Concursos de Prognósticos, tais como Loteria Federal, Loteria Esportiva, Loterias de Números, Timemania e outros sorteios."
1217010000000000;"Contribuição sobre a Loteria Federal";S;"Agrega as receitas das Contribuições sobre os Concursos da Loteria Federal."
1217011000000000;"Contribuição sobre a Loteria Federal";S;"Registra as receitas das Contribuições sobre os Concursos da Loteria Federal."
1217011100000000;"Contribuição sobre a Loteria Federal - Principal";A;"Vide descrição do código de receita principal."
1217011200000000;"Contribuição sobre a Loteria Federal - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1217011300000000;"Contribuição sobre a Loteria Federal - Dívida Ativa";A;"Vide descrição do código de receita principal."
1217011400000000;"Contribuição sobre a Loteria Federal - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1217011500000000;"Contribuição sobre a Loteria Federal - Multas";A;"Vide descrição do código de receita principal."
1217011600000000;"Contribuição sobre a Loteria Federal - Juros de Mora";A;"Vide descrição do código de receita principal."
1217011700000000;"Contribuição sobre a Loteria Federal - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1217011800000000;"Contribuição sobre a Loteria Federal - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1217012000000000;"Contribuição sobre a Loteria Federal - Parcelamentos";S;"Registra as receitas de parcelamento das Contribuições sobre os Concursos da Loteria Federal."
1217012100000000;"Contribuição sobre a Loteria Federal - Parcelamentos - Principal";A;"Vide descrição do código de receita principal."
1217012200000000;"Contribuição sobre a Loteria Federal - Parcelamentos - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1217012300000000;"Contribuição sobre a Loteria Federal - Parcelamentos - Dívida Ativa";A;"Vide descrição do código de receita principal."
1217012400000000;"Contribuição sobre a Loteria Federal - Parcelamentos - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1217012500000000;"Contribuição sobre a Loteria Federal - Parcelamentos - Multas";A;"Vide descrição do código de receita principal."
1217012600000000;"Contribuição sobre a Loteria Federal - Parcelamentos - Juros de Mora";A;"Vide descrição do código de receita principal."
1217012700000000;"Contribuição sobre a Loteria Federal - Parcelamentos - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1217012800000000;"Contribuição sobre a Loteria Federal - Parcelamentos - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1217020000000000;"Contribuição sobre Loterias Esportivas";S;"Agrega as receitas das Contribuições sobre os Concursos de Loterias Esportivas."
1217021000000000;"Contribuição sobre Loterias Esportivas";S;"Registra as receitas das Contribuições sobre os Concursos de Loterias Esportivas."
1217021100000000;"Contribuição sobre Loterias Esportivas - Principal";A;"Vide descrição do código de receita principal."
1217021200000000;"Contribuição sobre Loterias Esportivas - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1217021300000000;"Contribuição sobre Loterias Esportivas - Dívida Ativa";A;"Vide descrição do código de receita principal."
1217021400000000;"Contribuição sobre Loterias Esportivas - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1217021500000000;"Contribuição sobre Loterias Esportivas - Multas";A;"Vide descrição do código de receita principal."
1217021600000000;"Contribuição sobre Loterias Esportivas - Juros de Mora";A;"Vide descrição do código de receita principal."
1217021700000000;"Contribuição sobre Loterias Esportivas - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1217021800000000;"Contribuição sobre Loterias Esportivas - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1217022000000000;"Contribuição sobre Loterias Esportivas - Parcelamentos";S;""Registra as receitas de parcelamento das Contribuições sobre os Concursos de Loterias Esportivas.""
1217022100000000;"Contribuição sobre Loterias Esportivas - Parcelamentos - Principal";A;"Vide descrição do código de receita principal."
1217022200000000;"Contribuição sobre Loterias Esportivas - Parcelamentos - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1217022300000000;"Contribuição sobre Loterias Esportivas - Parcelamentos - Dívida Ativa";A;"Vide descrição do código de receita principal."
1217022400000000;"Contribuição sobre Loterias Esportivas - Parcelamentos - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1217022500000000;"Contribuição sobre Loterias Esportivas - Parcelamentos - Multas";A;"Vide descrição do código de receita principal."
1217022600000000;"Contribuição sobre Loterias Esportivas - Parcelamentos - Juros de Mora";A;"Vide descrição do código de receita principal."
1217022700000000;"Contribuição sobre Loterias Esportivas - Parcelamentos - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1217022800000000;"Contribuição sobre Loterias Esportivas - Parcelamentos - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1217030000000000;"Contribuição sobre Concursos Especiais de Loterias Esportivas";S;""Agrega a receita da contribuição sobre concurso de prognóstico esportivo, realizado pela Caixa Econ“mica Federal, e que, excepcionalmente, repassa para a Cruz Vermelha a renda líquida auferida para a Cruz Vermelha Brasileira, nos termos da Lei n§ 6.905, de 11 de maio de 1981, art. 2§. (REVOGADA PELA LEI N§ 13.756, DE 12 DE DEZEMBRO DE 2018).""
1217031000000000;"Contribuição sobre Concursos Especiais de Loterias Esportivas";S;"Registra a receita da contribuição sobre concurso de prognóstico esportivo, realizado pela Caixa Econ“mica Federal, e que, excepcionalmente, repassa para a Cruz Vermelha a renda líquida auferida para a Cruz Vermelha Brasileira, nos termos da Lei n§ 6.905, de 11 de maio de 1981, art. 2§. (REVOGADA PELA LEI N§ 13.756, DE 12 DE DEZEMBRO DE 2018)."
1217031100000000;"Contribuição sobre Concursos Especiais de Loterias Esportivas - Principal";A;"Vide descrição do código de receita principal."
1217031200000000;"Contribuição sobre Concursos Especiais de Loterias Esportivas - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1217031300000000;"Contribuição sobre Concursos Especiais de Loterias Esportivas - Dívida Ativa";A;"Vide descrição do código de receita principal."
1217031400000000;"Contribuição sobre Concursos Especiais de Loterias Esportivas - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1217031500000000;"Contribuição sobre Concursos Especiais de Loterias Esportivas - Multas";A;"Vide descrição do código de receita principal."
1217031600000000;"Contribuição sobre Concursos Especiais de Loterias Esportivas - Juros de Mora";A;"Vide descrição do código de receita principal."
1217031700000000;"Contribuição sobre Concursos Especiais de Loterias Esportivas - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1217031800000000;"Contribuição sobre Concursos Especiais de Loterias Esportivas - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
