"Classe";"Grupo";"Sub_grupo";"Titulo";"Sub Título";"Ítem";"Sub Ítem";"Conta";"Título";"Função";"Natureza de Saldo";"PCASP Federação";"Status";"Nível de detalhamento";"Indicador de Superavit Financeiro";"PCASP RPPS";"Utilizada pela União";"Utilizada por Estados e DF";"Utilizada por Municípios";"Operação";"Campos alterados"
"1";"1";"2";"5";"3";"04";"01";"1.1.2.5.3.04.01";"DÍVIDA ATIVA DA CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA";"Registra os valores relativos aos créditos a receber, inscritos em dívida ativa de contribuição para o custeio do serviço de iluminação pública, conforme artigo 149-A da Constituição Federal de 1988.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"5";"3";"99";"00";"1.1.2.5.3.99.00";"DEMAIS DÍVIDAS ATIVAS TRIBUTÁRIAS";"Compreende/Registra os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes de outros tributos não detalhados acima.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"5";"4";"00";"00";"1.1.2.5.4.00.00";"DÍVIDA ATIVA TRIBUTÁRIA - INTER OFSS - ESTADO";"Compreende os valores dos créditos de dívida ativa tributária inscritos, realizáveis em até 12 meses da data das demonstrações. . Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um estado.";"Devedora";"Sim";"Ativa";"Superior";;"Sim";;;;"Original";
"1";"1";"2";"5";"4";"01";"00";"1.1.2.5.4.01.00";"DÍVIDA ATIVA TRIBUTÁRIA DOS IMPOSTOS";"Compreende os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança da modalidade de tributo cuja obrigação tem por fato gerador uma situação independente de qualquer atividade estatal específica relativa ao contribuinte.";"Devedora";"Não";"Ativa";"Superior";;"Não";;;;"Original";
"1";"1";"2";"5";"4";"01";"01";"1.1.2.5.4.01.01";"DÍVIDA ATIVA DO IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA";"Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre a Renda e Proventos de Qualquer Natureza.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"5";"4";"01";"02";"1.1.2.5.4.01.02";"DÍVIDA ATIVA DO IPVA";"Registra os valores relativos a créditos a receber, inscritos em dívida ativa, decorrentes da cobrança do Imposto sobre a Propriedade de Veículos Automotores.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";;"Sim";;"Original";
"1";"1";"2";"5";"4";"01";"03";"1.1.2.5.4.01.03";"DÍVIDA ATIVA DO ITCMD";"Registra os valores relativos a créditos a receber, inscritos em dívida ativa, decorrentes da cobrança do Imposto sobre Transmissão ""Causa Mortis"" e Doação de Bens e Direitos.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";;"Sim";;"Original";
"1";"1";"2";"5";"4";"01";"04";"1.1.2.5.4.01.04";"DÍVIDA ATIVA DO ICMS";"Registra os valores relativos a créditos a receber, inscritos em dívida ativa, decorrentes da cobrança do Imposto sobre Operações Relativas a circulação de Mercadorias e sobre Prestação de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";;"Sim";;"Original";
"1";"1";"2";"5";"4";"01";"05";"1.1.2.5.4.01.05";"DÍVIDA ATIVA DO IPTU";"Registra os valores relativos a créditos a receber, inscritos em dívida ativa, decorrentes da cobrança do Imposto sobre a Propriedade Predial e Territorial Urbana.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";;;"Sim";"Original";
"1";"1";"2";"5";"4";"01";"06";"1.1.2.5.4.01.06";"DÍVIDA ATIVA DO ITBI";"Registra os valores relativos a créditos a receber, inscritos em dívida ativa, decorrentes da cobrança do Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";;;"Sim";"Original";
"1";"1";"2";"5";"4";"01";"07";"1.1.2.5.4.01.07";"DÍVIDA ATIVA DO ISS";"Registra os valores relativos a créditos a receber, inscritos em dívida ativa, decorrentes da cobrança do Imposto Sobre Serviços de Qualquer Natureza.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";;;"Sim";"Original";
"1";"1";"2";"5";"4";"01";"08";"1.1.2.5.4.01.08";"DÍVIDA ATIVA DO ITR";"Registra os valores relativos a créditos a receber, inscritos em dívida ativa, decorrentes da cobrança Imposto Sobre a Propriedade Territorial Rural, devidos aos municípios ou ao Distrito Federal devido a convênios firmados com a União, conforme inciso III, parágrafo 4º do artigo 153 da Constituição Federal.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";;;"Sim";"Original";
"1";"1";"2";"5";"4";"01";"99";"1.1.2.5.4.01.99";"DÍVIDA ATIVA TRIBUTÁRIA DE OUTROS IMPOSTOS";"Registra os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança  de impostos  não classificados em itens anteriores. ";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"5";"4";"02";"00";"1.1.2.5.4.02.00";"DÍVIDA ATIVA TRIBUTÁRIA DAS TAXAS";"Compreende os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança da modalidade de tributo que tem como fato gerador o exercício regular do poder de polícia ou a utilização efetiva ou potencial de serviço público específico e divisível, prestado ao contribuinte ou posto a sua disposição.";"Devedora";"Não";"Ativa";"Superior";;"Não";;;;"Original";
"1";"1";"2";"5";"4";"02";"01";"1.1.2.5.4.02.01";"DÍVIDA ATIVA DAS TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA";"Registra os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança das taxas pelo exercício do poder de polícia.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"5";"4";"02";"02";"1.1.2.5.4.02.02";"DÍVIDA ATIVA DAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"Registra os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança das taxas pela prestação de serviços.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"5";"4";"03";"00";"1.1.2.5.4.03.00";"DÍVIDA ATIVA DAS CONTRIBUIÇÕES DE MELHORIA";"Compreende os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança dos valores decorrentes da contribuição instituída para fazer face ao custo de obras públicas de que decorra valorização imobiliária.";"Devedora";"Não";"Ativa";"Superior";;"Não";;;;"Original";
"1";"1";"2";"5";"4";"03";"01";"1.1.2.5.4.03.01";"DÍVIDA ATIVA DAS CONTRIBUIÇÕES DE MELHORIA";"Registra os valores relativos aos créditos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança das contribuições de melhoria.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"5";"4";"04";"00";"1.1.2.5.4.04.00";"DÍVIDA ATIVA DAS DEMAIS CONTRIBUIÇÕES";"Compreende os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança dos valores decorrentes das demais contribuições.";"Devedora";"Não";"Ativa";"Superior";;"Não";;;;"Original";
"1";"1";"2";"5";"4";"04";"01";"1.1.2.5.4.04.01";"DÍVIDA ATIVA DA CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA";"Registra os valores relativos aos créditos a receber, inscritos em dívida ativa de contribuição para o custeio do serviço de iluminação pública, conforme artigo 149-A da Constituição Federal de 1988.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"5";"4";"99";"00";"1.1.2.5.4.99.00";"DEMAIS DÍVIDAS ATIVAS TRIBUTÁRIAS";"Compreende/Registra os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes de outros tributos não detalhados acima.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"5";"5";"00";"00";"1.1.2.5.5.00.00";"DÍVIDA ATIVA TRIBUTÁRIA - INTER OFSS - MUNICÍPIO";"Compreende os valores dos créditos de dívida ativa tributária inscritos, realizáveis em até 12 meses da data das demonstrações. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um município.";"Devedora";"Sim";"Ativa";"Superior";;"Sim";;;;"Original";
"1";"1";"2";"5";"5";"01";"00";"1.1.2.5.5.01.00";"DÍVIDA ATIVA TRIBUTÁRIA DOS IMPOSTOS";"Compreende os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança da modalidade de tributo cuja obrigação tem por fato gerador uma situação independente de qualquer atividade estatal específica relativa ao contribuinte.";"Devedora";"Não";"Ativa";"Superior";;"Não";;;;"Original";
"1";"1";"2";"5";"5";"01";"01";"1.1.2.5.5.01.01";"DÍVIDA ATIVA DO IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA";"Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre a Renda e Proventos de Qualquer Natureza.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"5";"5";"01";"02";"1.1.2.5.5.01.02";"DÍVIDA ATIVA DO IPVA";"Registra os valores relativos a créditos a receber, inscritos em dívida ativa, decorrentes da cobrança do Imposto sobre a Propriedade de Veículos Automotores.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";;"Sim";;"Original";
"1";"1";"2";"5";"5";"01";"03";"1.1.2.5.5.01.03";"DÍVIDA ATIVA DO ITCMD";"Registra os valores relativos a créditos a receber, inscritos em dívida ativa, decorrentes da cobrança do Imposto sobre Transmissão ""Causa Mortis"" e Doação de Bens e Direitos.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";;"Sim";;"Original";
"1";"1";"2";"5";"5";"01";"04";"1.1.2.5.5.01.04";"DÍVIDA ATIVA DO ICMS";"Registra os valores relativos a créditos a receber, inscritos em dívida ativa, decorrentes da cobrança do Imposto sobre Operações Relativas a circulação de Mercadorias e sobre Prestação de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";;"Sim";;"Original";
"1";"1";"2";"5";"5";"01";"05";"1.1.2.5.5.01.05";"DÍVIDA ATIVA DO IPTU";"Registra os valores relativos a créditos a receber, inscritos em dívida ativa, decorrentes da cobrança do Imposto sobre a Propriedade Predial e Territorial Urbana.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";;;"Sim";"Original";
"1";"1";"2";"5";"5";"01";"06";"1.1.2.5.5.01.06";"DÍVIDA ATIVA DO ITBI";"Registra os valores relativos a créditos a receber, inscritos em dívida ativa, decorrentes da cobrança do Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";;;"Sim";"Original";
"1";"1";"2";"5";"5";"01";"07";"1.1.2.5.5.01.07";"DÍVIDA ATIVA DO ISS";"Registra os valores relativos a créditos a receber, inscritos em dívida ativa, decorrentes da cobrança do Imposto Sobre Serviços de Qualquer Natureza.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";;;"Sim";"Original";
"1";"1";"2";"5";"5";"01";"08";"1.1.2.5.5.01.08";"DÍVIDA ATIVA DO ITR";"Registra os valores relativos a créditos a receber, inscritos em dívida ativa, decorrentes da cobrança Imposto Sobre a Propriedade Territorial Rural, devidos aos municípios ou ao Distrito Federal devido a convênios firmados com a União, conforme inciso III, parágrafo 4º do artigo 153 da Constituição Federal.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";;;"Sim";"Original";
"1";"1";"2";"5";"5";"01";"99";"1.1.2.5.5.01.99";"DÍVIDA ATIVA TRIBUTÁRIA DE OUTROS IMPOSTOS";"Registra os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança  de impostos  não classificados em itens anteriores. ";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"5";"5";"02";"00";"1.1.2.5.5.02.00";"DÍVIDA ATIVA TRIBUTÁRIA DAS TAXAS";"Compreende os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança da modalidade de tributo que tem como fato gerador o exercício regular do poder de polícia ou a utilização efetiva ou potencial de serviço público específico e divisível, prestado ao contribuinte ou posto a sua disposição.";"Devedora";"Não";"Ativa";"Superior";;"Não";;;;"Original";
"1";"1";"2";"5";"5";"02";"01";"1.1.2.5.5.02.01";"DÍVIDA ATIVA DAS TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA";"Registra os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança das taxas pelo exercício do poder de polícia.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"5";"5";"02";"02";"1.1.2.5.5.02.02";"DÍVIDA ATIVA DAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS";"Registra os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança das taxas pela prestação de serviços.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"5";"5";"03";"00";"1.1.2.5.5.03.00";"DÍVIDA ATIVA DAS CONTRIBUIÇÕES DE MELHORIA";"Compreende os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança dos valores decorrentes da contribuição instituída para fazer face ao custo de obras públicas de que decorra valorização imobiliária.";"Devedora";"Não";"Ativa";"Superior";;"Não";;;;"Original";
"1";"1";"2";"5";"5";"03";"01";"1.1.2.5.5.03.01";"DÍVIDA ATIVA DAS CONTRIBUIÇÕES DE MELHORIA";"Registra os valores relativos aos créditos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança das contribuições de melhoria.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"5";"5";"04";"00";"1.1.2.5.5.04.00";"DÍVIDA ATIVA DAS DEMAIS CONTRIBUIÇÕES";"Compreende os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes da cobrança dos valores decorrentes das demais contribuições.";"Devedora";"Não";"Ativa";"Superior";;"Não";;;;"Original";
"1";"1";"2";"5";"5";"04";"01";"1.1.2.5.5.04.01";"DÍVIDA ATIVA DA CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA";"Registra os valores relativos aos créditos a receber, inscritos em dívida ativa de contribuição para o custeio do serviço de iluminação pública, conforme artigo 149-A da Constituição Federal de 1988.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"5";"5";"99";"00";"1.1.2.5.5.99.00";"DEMAIS DÍVIDAS ATIVAS TRIBUTÁRIAS";"Compreende/Registra os valores relativos aos créditos a receber, inscritos em dívida ativa, decorrentes de outros tributos não detalhados acima.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"0";"00";"00";"1.1.2.6.0.00.00";"DÍVIDA ATIVA NÃO TRIBUTÁRIA ";"Compreende os valores dos créditos de dívida ativa não tributária inscritos, derivados de clientes, realizáveis no curto prazo.";"Devedora";"Sim";"Ativa";"Superior";;"Sim";;;;"Original";
"1";"1";"2";"6";"1";"00";"00";"1.1.2.6.1.00.00";"DÍVIDA ATIVA NÃO TRIBUTÁRIA - CONSOLIDAÇÃO";"Compreende os valores dos créditos de dívida ativa não tributária inscritos, realizáveis em até 12 meses da data das demonstrações. Compreende os saldos que não serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS).";"Devedora";"Sim";"Ativa";"Superior";;"Sim";;;;"Original";
"1";"1";"2";"6";"1";"02";"00";"1.1.2.6.1.02.00";"DÍVIDA ATIVA DE MULTAS ";"Compreende os valores de multas de diversas naturezas inscritas em dívida ativa não tributária.";"Devedora";"Não";"Ativa";"Superior";;"Não";;;;"Original";
"1";"1";"2";"6";"1";"02";"01";"1.1.2.6.1.02.01";"DÍVIDA ATIVA DE MULTAS DE TRÂNSITO";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas de trânsito.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"1";"02";"02";"1.1.2.6.1.02.02";"DÍVIDA ATIVA DE MULTAS AMBIENTAIS";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas ambientais";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"1";"02";"03";"1.1.2.6.1.02.03";"DÍVIDA ATIVA DE MULTAS CONTRATUAIS";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas contratuais.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"1";"02";"99";"1.1.2.6.1.02.99";"DÍVIDA ATIVA DE OUTRAS MULTAS ";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas diversas, não previstas em contas específicas.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"1";"03";"00";"1.1.2.6.1.03.00";"DÍVITA ATIVA DE PREÇOS PÚBLICOS";"Compreende/Registra os valores inscritos em dívida ativa não tributária provenientes de preços públicos.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"1";"04";"00";"1.1.2.6.1.04.00";"DÍVITA ATIVA DE ALUGUÉIS";"Compreende/Registra os valores inscritos em dívida ativa não tributárias provenientes de aluguéis.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"1";"99";"00";"1.1.2.6.1.99.00";"DEMAIS VALORES INSCRITOS EM DÍVIDA ATIVA NÃO TRIBUTÁRIA ";"Compreende/Registra os valores inscritos em dívida ativa não tributária de diversas naturezas, não discriminadas em contas específicas.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"2";"00";"00";"1.1.2.6.2.00.00";"DÍVIDA ATIVA NÃO TRIBUTÁRIA - INTRA OFSS";"Compreende os valores dos créditos de dívida ativa não tributária inscritos, realizáveis em até 12 meses da data das demonstrações. Compreende os saldos que serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS) do ente.";"Devedora";"Sim";"Ativa";"Superior";;"Sim";;;;"Original";
"1";"1";"2";"6";"2";"02";"00";"1.1.2.6.2.02.00";"DÍVIDA ATIVA DE MULTAS ";"Compreende os valores de multas de diversas naturezas inscritas em dívida ativa não tributária.";"Devedora";"Não";"Ativa";"Superior";;"Não";;;;"Original";
"1";"1";"2";"6";"2";"02";"01";"1.1.2.6.2.02.01";"DÍVIDA ATIVA DE MULTAS DE TRÂNSITO";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas de trânsito.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"2";"02";"02";"1.1.2.6.2.02.02";"DÍVIDA ATIVA DE MULTAS AMBIENTAIS";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas ambientais";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"2";"02";"03";"1.1.2.6.2.02.03";"DÍVIDA ATIVA DE MULTAS CONTRATUAIS";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas contratuais.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"2";"02";"99";"1.1.2.6.2.02.99";"DÍVIDA ATIVA DE OUTRAS MULTAS ";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas diversas, não previstas em contas específicas.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"2";"03";"00";"1.1.2.6.2.03.00";"DÍVIDA ATIVA DE PREÇOS PÚBLICOS";"Compreende/Registra os valores inscritos em dívida ativa não tributária provenientes de preços públicos.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"2";"04";"00";"1.1.2.6.2.04.00";"DÍVIDA ATIVA DE ALUGUÉIS";"Compreende/Registra os valores inscritos em dívida ativa não tributárias provenientes de aluguéis.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"2";"99";"00";"1.1.2.6.2.99.00";"DEMAIS VALORES INSCRITOS EM DÍVIDA ATIVA NÃO TRIBUTÁRIA ";"Compreende/Registra os valores inscritos em dívida ativa não tributária de diversas naturezas, não discriminadas em contas específicas.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"3";"00";"00";"1.1.2.6.3.00.00";"DÍVIDA ATIVA NÃO TRIBUTÁRIA - INTER OFSS - UNIÃO";"Compreende os valores dos créditos de dívida ativa não tributária inscritos, realizáveis em até 12 meses da data das demonstrações. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e a União.";"Devedora";"Sim";"Ativa";"Superior";;"Sim";;;;"Original";
"1";"1";"2";"6";"3";"02";"00";"1.1.2.6.3.02.00";"DÍVIDA ATIVA DE MULTAS ";"Compreende os valores de multas de diversas naturezas inscritas em dívida ativa não tributária.";"Devedora";"Não";"Ativa";"Superior";;"Não";;;;"Original";
"1";"1";"2";"6";"3";"02";"01";"1.1.2.6.3.02.01";"DÍVIDA ATIVA DE MULTAS DE TRÂNSITO";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas de trânsito.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"3";"02";"02";"1.1.2.6.3.02.02";"DÍVIDA ATIVA DE MULTAS AMBIENTAIS";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas ambientais";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"3";"02";"03";"1.1.2.6.3.02.03";"DÍVIDA ATIVA DE MULTAS CONTRATUAIS";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas contratuais.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"3";"02";"99";"1.1.2.6.3.02.99";"DÍVIDA ATIVA DE OUTRAS MULTAS ";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas diversas, não previstas em contas específicas.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"3";"03";"00";"1.1.2.6.3.03.00";"DÍVIDA ATIVA DE PREÇOS PÚBLICOS";"Compreende/Registra os valores inscritos em dívida ativa não tributária provenientes de preços públicos.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"3";"04";"00";"1.1.2.6.3.04.00";"DÍVIDA ATIVA DE ALUGUÉIS";"Compreende/Registra os valores inscritos em dívida ativa não tributárias provenientes de aluguéis.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"3";"99";"00";"1.1.2.6.3.99.00";"DEMAIS VALORES INSCRITOS EM DÍVIDA ATIVA NÃO TRIBUTÁRIA ";"Compreende/Registra os valores inscritos em dívida ativa não tributária de diversas naturezas, não discriminadas em contas específicas.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"4";"00";"00";"1.1.2.6.4.00.00";"DÍVIDA ATIVA NÃO TRIBUTÁRIA - INTER OFSS - ESTADO";"Compreende os valores dos créditos de dívida ativa não tributária inscritos, realizáveis em até 12 meses da data das demonstrações. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um estado.";"Devedora";"Sim";"Ativa";"Superior";;"Sim";;;;"Original";
"1";"1";"2";"6";"4";"02";"00";"1.1.2.6.4.02.00";"DÍVIDA ATIVA DE MULTAS ";"Compreende os valores de multas de diversas naturezas inscritas em dívida ativa não tributária.";"Devedora";"Não";"Ativa";"Superior";;"Não";;;;"Original";
"1";"1";"2";"6";"4";"02";"01";"1.1.2.6.4.02.01";"DÍVIDA ATIVA DE MULTAS DE TRÂNSITO";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas de trânsito.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"4";"02";"02";"1.1.2.6.4.02.02";"DÍVIDA ATIVA DE MULTAS AMBIENTAIS";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas ambientais";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"4";"02";"03";"1.1.2.6.4.02.03";"DÍVIDA ATIVA DE MULTAS CONTRATUAIS";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas contratuais.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"4";"02";"99";"1.1.2.6.4.02.99";"DÍVIDA ATIVA DE OUTRAS MULTAS ";"Registra os valores inscritos em dívida ativa não tributária provenientes de multas diversas, não previstas em contas específicas.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"4";"03";"00";"1.1.2.6.4.03.00";"DÍVIDA ATIVA DE PREÇOS PÚBLICOS";"Compreende/Registra os valores inscritos em dívida ativa não tributária provenientes de preços públicos.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"4";"04";"00";"1.1.2.6.4.04.00";"DÍVIDA ATIVA DE ALUGUÉIS";"Compreende/Registra os valores inscritos em dívida ativa não tributárias provenientes de aluguéis.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
"1";"1";"2";"6";"4";"99";"00";"1.1.2.6.4.99.00";"DEMAIS VALORES INSCRITOS EM DÍVIDA ATIVA NÃO TRIBUTÁRIA ";"Compreende/Registra os valores inscritos em dívida ativa não tributária de diversas naturezas, não discriminadas em contas específicas.";"Devedora";"Não";"Ativa";"Último";"Permanente";"Não";"Sim";"Sim";"Sim";"Original";
