Codigo;Nome;Tipo
9113910174000000;Renúncia de Participação da União em Receita de Loteria de AQF - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9113910175000000;Renúncia de Participação da União em Receita de Loteria de AQF - Multas;    S
9113910176000000;Renúncia de Participação da União em Receita de Loteria de AQF - Juros de Mora;    N
9113910177000000;Renúncia de Participação da União em Receita de Loteria de AQF - Dívida Ativa - Multas da Dívida Ativa;    S
9113910178000000;Renúncia de Participação da União em Receita de Loteria de AQF - Juros de Mora da Dívida Ativa;    S
9113990000000000;Renúncia de Outras Receitas Patrimoniais;    S
9113999900000000;Renúncia de Outras Receitas Patrimoniais;    S
9113999901000000;Renúncia de Outras Receitas Patrimoniais - Principal;    S
9113999902000000;Renúncia de Outras Receitas Patrimoniais - Multas e Juros de Mora;    S
9113999903000000;Renúncia de Outras Receitas Patrimoniais - Dívida Ativa;    S
9113999904000000;Renúncia de Outras Receitas Patrimoniais - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9113999905000000;Renúncia de Outras Receitas Patrimoniais - Multas;    N
9113999906000000;Renúncia de Outras Receitas Patrimoniais - Juros de Mora;    S
9113999907000000;Renúncia de Outras Receitas Patrimoniais - Dívida Ativa - Multas da Dívida Ativa;    S
9113999908000000;Renúncia de Outras Receitas Patrimoniais - Juros de Mora da Dívida Ativa;    S
9114000000000000;Renúncia de Receita Agropecuária;    S
9114100000000000;Renúncia de Receita Agropecuária;    S
9114110000000000;Renúncia de Receita Agropecuária;    S
9114110100000000;Renúncia de Receita Agropecuária;    S
9114110101000000;Renúncia de Receita Agropecuária - Principal;    S
9114110102000000;Renúncia de Receita Agropecuária - Multas e Juros de Mora;    N
9114110103000000;Renúncia de Receita Agropecuária - Dívida Ativa;    N
9114110104000000;Renúncia de Receita Agropecuária - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9114110105000000;Renúncia de Receita Agropecuária - Multas;    S
9114110106000000;Renúncia de Receita Agropecuária - Juros de Mora;    S
9114110107000000;Renúncia de Receita Agropecuária - Dívida Ativa - Multas da Dívida Ativa;    S
9114110108000000;Renúncia de Receita Agropecuária - Juros de Mora da Dívida Ativa;    S
9115000000000000;Renúncia de Receita Industrial;    S
9115100000000000;Renúncia de Receita Industrial;    S
9115110000000000;Renúncia de Receita Industrial;    S
9115110100000000;Renúncia de Receita Industrial;    N
9115110101000000;Renúncia de Receita Industrial - Principal;    N
9115110102000000;Renúncia de Receita Industrial - Multas e Juros de Mora;    S
9115110103000000;Renúncia de Receita Industrial - Dívida Ativa;    S
9115110104000000;Renúncia de Receita Industrial - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9115110105000000;Renúncia de Receita Industrial - Multas;    S
9115110106000000;Renúncia de Receita Industrial - Juros de Mora;    S
9115110107000000;Renúncia de Receita Industrial - Dívida Ativa - Multas da Dívida Ativa;    S
9115110108000000;Renúncia de Receita Industrial - Juros de Mora da Dívida Ativa;    S
9115110200000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União ;    S
9115110210000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Contratos de Partilha de Produção;    N
9115110211000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Contratos de Partilha de Produção - Principal;    S
9115110212000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Contratos de Partilha de Produção - Multas e Juros de Mora;    S
9115110213000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Contratos de Partilha de Produção - Dívida Ativa;    S
9115110214000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Contratos de Partilha de Produção - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9115110215000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Contratos de Partilha de Produção - Multas;    S
9115110216000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Contratos de Partilha de Produção - Juros de Mora;    S
9115110217000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Contratos de Partilha de Produção - Dívida Ativa - Multas da Dívida Ativa;    S
9115110218000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Contratos de Partilha de Produção - Juros de Mora da Dívida Ativa;    S
9115110220000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Acordos de Individualização de Produção;    N
9115110221000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Acordos de Individualização de Produção - Principal;    S
9115110222000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Acordos de Individualização de Produção - Multas e Juros de Mora;    S
9115110223000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Acordos de Individualização de Produção - Dívida Ativa;    S
9115110224000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Acordos de Individualização de Produção - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9115110225000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Acordos de Individualização de Produção - Multas;    S
9115110226000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Acordos de Individualização de Produção - Juros de Mora;    S
9115110227000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Acordos de Individualização de Produção - Dívida Ativa - Multas da Dívida Ativa;    S
9115110228000000;Renúncia de Comercialização do Petróleo, do Gás Natural e de Outros Hidrocarbonetos Fluidos da União - Acordos de Individualização de Produção - Juros de Mora da Dívida Ativa;    S
9116000000000000;Renúncia de Receita de Serviços;    N
9116100000000000;Renúncia de Serviços Administrativos e Comerciais Gerais Prestados por Entidades e Órgãos Públicos em Geral;    S
9116110000000000;Renúncia de Serviços Administrativos e Comerciais Gerais Prestados por Entidades e Órgãos Públicos em Geral;    S
9116110100000000;Renúncia de Serviços Administrativos e Comerciais Gerais Prestados por Entidades e Órgãos Públicos em Geral;    S
9116110101000000;Renúncia de Serviços Administrativos e Comerciais Gerais Prestados por Entidades e Órgãos Públicos em Geral - Principal;    S
9116110102000000;Renúncia de Serviços Administrativos e Comerciais Gerais Prestados por Entidades e Órgãos Públicos em Geral - Multas e Juros de Mora;    S
9116110103000000;Renúncia de Serviços Administrativos e Comerciais Gerais Prestados por Entidades e Órgãos Públicos em Geral - Dívida Ativa;    S
9116110104000000;Renúncia de Serviços Administrativos e Comerciais Gerais Prestados por Entidades e Órgãos Públicos em Geral - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116110105000000;Renúncia de Serviços Administrativos e Comerciais Gerais Prestados por Entidades e Órgãos Públicos em Geral - Multas;    S
9116110106000000;Renúncia de Serviços Administrativos e Comerciais Gerais Prestados por Entidades e Órgãos Públicos em Geral - Juros de Mora;    N
9116110107000000;Renúncia de Serviços Administrativos e Comerciais Gerais Prestados por Entidades e Órgãos Públicos em Geral - Dívida Ativa - Multas da Dívida Ativa;    S
9116110108000000;Renúncia de Serviços Administrativos e Comerciais Gerais Prestados por Entidades e Órgãos Públicos em Geral - Juros de Mora da Dívida Ativa;    S
9116110200000000;Renúncia de Inscrição em Concursos e Processos Seletivos;    S
9116110201000000;Renúncia de Inscrição em Concursos e Processos Seletivos - Principal;    S
9116110202000000;Renúncia de Inscrição em Concursos e Processos Seletivos - Multas e Juros de Mora;    S
9116110203000000;Renúncia de Inscrição em Concursos e Processos Seletivos - Dívida Ativa;    S
9116110204000000;Renúncia de Inscrição em Concursos e Processos Seletivos - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116110205000000;Renúncia de Inscrição em Concursos e Processos Seletivos - Multas;    S
9116110206000000;Renúncia de Inscrição em Concursos e Processos Seletivos - Juros de Mora;    N
9116110207000000;Renúncia de Inscrição em Concursos e Processos Seletivos - Dívida Ativa - Multas da Dívida Ativa;    S
9116110208000000;Renúncia de Inscrição em Concursos e Processos Seletivos - Juros de Mora da Dívida Ativa;    S
9116110300000000;Renúncia de Serviços de Registro, Certificação e Fiscalização;    S
9116110301000000;Renúncia de Serviços de Registro, Certificação e Fiscalização - Principal;    S
9116110302000000;Renúncia de Serviços de Registro, Certificação e Fiscalização - Multas e Juros de Mora;    S
9116110303000000;Renúncia de Serviços de Registro, Certificação e Fiscalização - Dívida Ativa;    S
9116110304000000;Renúncia de Serviços de Registro, Certificação e Fiscalização - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116110305000000;Renúncia de Serviços de Registro, Certificação e Fiscalização - Multas;    S
9116110306000000;Renúncia de Serviços de Registro, Certificação e Fiscalização - Juros de Mora;    N
9116110307000000;Renúncia de Serviços de Registro, Certificação e Fiscalização - Dívida Ativa - Multas da Dívida Ativa;    N
9116110308000000;Renúncia de Serviços de Registro, Certificação e Fiscalização - Juros de Mora da Dívida Ativa;    S
9116110400000000;Renúncia de Serviços de Informação e Tecnologia;    S
9116110401000000;Renúncia de Serviços de Informação e Tecnologia - Principal;    S
9116110402000000;Renúncia de Serviços de Informação e Tecnologia - Multas e Juros de Mora;    S
9116110403000000;Renúncia de Serviços de Informação e Tecnologia - Dívida Ativa;    S
9116110404000000;Renúncia de Serviços de Informação e Tecnologia - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116110405000000;Renúncia de Serviços de Informação e Tecnologia - Multas;    S
9116110406000000;Renúncia de Serviços de Informação e Tecnologia - Juros de Mora;    S
9116110407000000;Renúncia de Serviços de Informação e Tecnologia - Dívida Ativa - Multas da Dívida Ativa;    N
9116110408000000;Renúncia de Serviços de Informação e Tecnologia - Juros de Mora da Dívida Ativa;    S
9116115000000000;Renúncia de Serviços de Administração Previdenciária;    S
9116115090000000;Renúncia de Outros Serviços de Administração Previdenciária;    S
9116115091000000;Renúncia de Outros Serviços de Administração Previdenciária - Principal;    S
9116115092000000;Renúncia de Outros Serviços de Administração Previdenciária - Multas e Juros de Mora;    S
9116115093000000;Renúncia de Outros Serviços de Administração Previdenciária - Dívida Ativa;    S
9116115094000000;Renúncia de Outros Serviços de Administração Previdenciária - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116115095000000;Renúncia de Outros Serviços de Administração Previdenciária - Multas;    S
9116115096000000;Renúncia de Outros Serviços de Administração Previdenciária - Juros de Mora;    N
9116115097000000;Renúncia de Outros Serviços de Administração Previdenciária - Dívida Ativa - Multas da Dívida Ativa;    S
9116115098000000;Renúncia de Outros Serviços de Administração Previdenciária - Dívida Ativa - Juros de Mora da Dívida Ativa;    S
9116200000000000;Renúncia de Serviços e Atividades Referentes à Navegação e ao Transporte;    S
9116210000000000;Renúncia de Serviços e Atividades Referentes à Navegação e ao Transporte;    S
9116210100000000;Renúncia de Serviços de Navegação;    S
9116210110000000;Renúncia de Serviços de Navegação Aérea;    S
9116210111000000;Renúncia de Serviços de Navegação Aérea - Principal;    S
9116210112000000;Renúncia de Serviços de Navegação Aérea - Multas e Juros de Mora;    S
9116210113000000;Renúncia de Serviços de Navegação Aérea - Dívida Ativa;    N
9116210114000000;Renúncia de Serviços de Navegação Aérea - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116210115000000;Renúncia de Serviços de Navegação Aérea - Multas;    S
9116210116000000;Renúncia de Serviços de Navegação Aérea - Juros de Mora;    S
9116210117000000;Renúncia de Serviços de Navegação Aérea - Dívida Ativa - Multas da Dívida Ativa;    S
9116210118000000;Renúncia de Serviços de Navegação Aérea - Juros de Mora da Dívida Ativa;    S
9116210120000000;Renúncia de Serviços de Navegação Naval;    S
9116210121000000;Renúncia de Serviços de Navegação Naval - Principal;    S
9116210122000000;Renúncia de Serviços de Navegação Naval - Multas e Juros de Mora;    S
9116210123000000;Renúncia de Serviços de Navegação Naval - Dívida Ativa;    N
9116210124000000;Renúncia de Serviços de Navegação Naval - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116210125000000;Renúncia de Serviços de Navegação Naval - Multas;    S
9116210126000000;Renúncia de Serviços de Navegação Naval - Juros de Mora;    S
9116210127000000;Renúncia de Serviços de Navegação Naval - Dívida Ativa - Multas da Dívida Ativa;    S
9116210128000000;Renúncia de Serviços de Navegação Naval - Juros de Mora da Dívida Ativa;    S
9116210200000000;Renúncia de Serviços de Transporte de Passageiros ou Mercadorias;    S
9116210201000000;Renúncia de Serviços de Transporte de Passageiros ou Mercadorias - Principal;    S
9116210202000000;Renúncia de Serviços de Transporte de Passageiros ou Mercadorias - Multas e Juros de Mora;    S
9116210203000000;Renúncia de Serviços de Transporte de Passageiros ou Mercadorias - Dívida Ativa;    N
9116210204000000;Renúncia de Serviços de Transporte de Passageiros ou Mercadorias - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116210205000000;Renúncia de Serviços de Transporte de Passageiros ou Mercadorias - Multas;    S
9116210206000000;Renúncia de Serviços de Transporte de Passageiros ou Mercadorias - Juros de Mora;    S
9116210207000000;Renúncia de Serviços de Transporte de Passageiros ou Mercadorias - Dívida Ativa - Multas da Dívida Ativa;    S
9116210208000000;Renúncia de Serviços de Transporte de Passageiros ou Mercadorias - Juros de Mora da Dívida Ativa;    S
9116210410000000;Renúncia de Tarifa Aeroportuária;    S
9116210411000000;Renúncia de Tarifa Aeroportuária - Principal;    S
9116210412000000;Renúncia de Tarifa Aeroportuária - Multas e Juros de Mora;    S
9116210413000000;Renúncia de Tarifa Aeroportuária - Dívida Ativa;    N
9116210414000000;Renúncia de Tarifa Aeroportuária - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116210415000000;Renúncia de Tarifa Aeroportuária - Multas;    S
9116210416000000;Renúncia de Tarifa Aeroportuária - Juros de Mora;    S
9116210417000000;Renúncia de Tarifa Aeroportuária - Dívida Ativa - Multas da Dívida Ativa;    S
9116210418000000;Renúncia de Tarifa Aeroportuária - Juros de Mora da Dívida Ativa;    S
9116300000000000;Renúncia de Serviços e Atividades Referentes à Saúde;    S
9116310000000000;Renúncia de Serviços de Atendimento à Saúde;    S
9116310100000000;Renúncia de Serviços de Atendimento à Saúde em Unidades do Governo Federal;    S
9116315000000000;Renúncia de Serviços Hospitalares;    N
9116315001000000;Renúncia de Serviços Hospitalares - Principal;    S
9116315002000000;Renúncia de Serviços Hospitalares - Multas e Juros de Mora;    S
9116315003000000;Renúncia de Serviços Hospitalares - Dívida Ativa;    S
9116315004000000;Renúncia de Serviços Hospitalares - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116315005000000;Renúncia de Serviços Hospitalares - Multas;    S
9116315006000000;Renúncia de Serviços Hospitalares - Juros de Mora;    S
9116315007000000;Renúncia de Serviços Hospitalares - Dívida Ativa - Multas da Dívida Ativa;    S
9116315008000000;Renúncia de Serviços Hospitalares - Juros de Mora da Dívida Ativa;    S
9116315100000000;Renúncia de Serviços de Registro, Análise e Controle da Saúde;    N
9116315101000000;Renúncia de Serviços de Registro, Análise e Controle da Saúde - Principal;    S
9116315102000000;Renúncia de Serviços de Registro, Análise e Controle da Saúde - Multas e Juros de Mora;    S
9116315103000000;Renúncia de Serviços de Registro, Análise e Controle da Saúde - Dívida Ativa;    S
9116315104000000;Renúncia de Serviços de Registro, Análise e Controle da Saúde - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116315105000000;Renúncia de Serviços de Registro, Análise e Controle da Saúde - Multas;    S
9116315106000000;Renúncia de Serviços de Registro, Análise e Controle da Saúde - Juros de Mora;    S
9116315107000000;Renúncia de Serviços de Registro, Análise e Controle da Saúde - Dívida Ativa - Multas da Dívida Ativa;    S
9116315108000000;Renúncia de Serviços de Registro, Análise e Controle da Saúde - Juros de Mora da Dívida Ativa;    S
9116315200000000;Renúncia de Serviços Radiológicos e Laboratoriais;    N
9116315201000000;Renúncia de Serviços Radiológicos e Laboratoriais - Principal;    N
9116315202000000;Renúncia de Serviços Radiológicos e Laboratoriais - Multas e Juros de Mora;    N
9116315203000000;Renúncia de Serviços Radiológicos e Laboratoriais - Dívida Ativa;    S
9116315204000000;Renúncia de Serviços Radiológicos e Laboratoriais - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116315205000000;Renúncia de Serviços Radiológicos e Laboratoriais - Multas;    S
9116315206000000;Renúncia de Serviços Radiológicos e Laboratoriais - Juros de Mora;    S
9116315207000000;Renúncia de Serviços Radiológicos e Laboratoriais - Dívida Ativa - Multas da Dívida Ativa;    S
9116315208000000;Renúncia de Serviços Radiológicos e Laboratoriais - Juros de Mora da Dívida Ativa;    S
9116315300000000;Renúncia de Serviços Ambulatoriais;    S
9116315301000000;Renúncia de Serviços Ambulatoriais - Principal;    S
9116315302000000;Renúncia de Serviços Ambulatoriais - Multas e Juros de Mora;    N
9116315303000000;Renúncia de Serviços Ambulatoriais - Dívida Ativa;    S
9116315304000000;Renúncia de Serviços Ambulatoriais - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116315305000000;Renúncia de Serviços Ambulatoriais - Multas;    S
9116315306000000;Renúncia de Serviços Ambulatoriais - Juros de Mora;    S
9116315307000000;Renúncia de Serviços Ambulatoriais - Dívida Ativa - Multas da Dívida Ativa;    S
9116315308000000;Renúncia de Serviços Ambulatoriais - Juros de Mora da Dívida Ativa;    S
9116319900000000;Renúncia de Outros Serviços de Atendimento à Saúde;    S
9116319901000000;Renúncia de Outros Serviços de Atendimento à Saúde - Principal;    S
9116319902000000;Renúncia de Outros Serviços de Atendimento à Saúde - Multas e Juros de Mora;    N
9116319903000000;Renúncia de Outros Serviços de Atendimento à Saúde - Dívida Ativa;    S
9116319904000000;Renúncia de Outros Serviços de Atendimento à Saúde - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116319905000000;Renúncia de Outros Serviços de Atendimento à Saúde - Multas;    S
9116319906000000;Renúncia de Outros Serviços de Atendimento à Saúde - Juros de Mora;    S
9116319907000000;Renúncia de Outros Serviços de Atendimento à Saúde - Dívida Ativa - Multas da Dívida Ativa;    S
9116319908000000;Renúncia de Outros Serviços de Atendimento à Saúde - Juros de Mora da Dívida Ativa;    S
9116320000000000;Renúncia de Serviços de Assistência à Saúde de Servidores Civis e Militares;    S
9116320100000000;Renúncia de Serviços de Assistência à Saúde Suplementar de Servidores Civis;    S
9116320101000000;Renúncia de Serviços de Assistência à Saúde Suplementar de Servidores Civis - Principal;    N
9116320102000000;Renúncia de Serviços de Assistência à Saúde Suplementar de Servidores Civis - Multas e Juros de Mora;    S
9116320103000000;Renúncia de Serviços de Assistência à Saúde Suplementar de Servidores Civis - Dívida Ativa;    S
9116320104000000;Renúncia de Serviços de Assistência à Saúde Suplementar de Servidores Civis - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116320105000000;Renúncia de Serviços de Assistência à Saúde Suplementar de Servidores Civis - Multas;    S
9116320106000000;Renúncia de Serviços de Assistência à Saúde Suplementar de Servidores Civis - Juros de Mora;    S
9116320107000000;Renúncia de Serviços de Assistência à Saúde Suplementar de Servidores Civis - Dívida Ativa - Multas da Dívida Ativa;    S
9116320108000000;Renúncia de Serviços de Assistência à Saúde Suplementar de Servidores Civis - Juros de Mora da Dívida Ativa;    S
9116410200000000;Renúncia de Concessão de Avais, Garantias e Seguros;    S
9116900000000000;Renúncia de Outros Serviços;    N
9116990000000000;Renúncia de Outros Serviços;    S
9116995000000000;Renúncia de Serviços Sujeitos à Regulação;    S
9116995010000000;Renúncia de Serviços de Saneamento Básico - Abastecimento de Água;    S
9116995011000000;Renúncia de Serviços de Saneamento Básico - Abastecimento de Água - Principal;    S
9116995012000000;Renúncia de Serviços de Saneamento Básico - Abastecimento de Água - Multas e Juros de Mora;    S
9116995013000000;Renúncia de Serviços de Saneamento Básico - Abastecimento de Água - Dívida Ativa;    S
9116995014000000;Renúncia de Serviços de Saneamento Básico - Abastecimento de Água - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116995015000000;Renúncia de Serviços de Saneamento Básico - Abastecimento de Água - Multas;    S
9116995016000000;Renúncia de Serviços de Saneamento Básico - Abastecimento de Água - Juros de Mora;    N
9116995017000000;Renúncia de Serviços de Saneamento Básico - Abastecimento de Água - Dívida Ativa - Multas da Dívida Ativa;    N
9116995018000000;Renúncia de Serviços de Saneamento Básico - Abastecimento de Água - Juros de Mora da Dívida Ativa;    S
9116995020000000;Renúncia de Serviços de Saneamento Básico - Esgotamento Sanitário;    S
9116995021000000;Renúncia de Serviços de Saneamento Básico - Esgotamento Sanitário - Principal;    S
9116995022000000;Renúncia de Serviços de Saneamento Básico - Esgotamento Sanitário - Multas e Juros de Mora;    S
9116995023000000;Renúncia de Serviços de Saneamento Básico - Esgotamento Sanitário - Dívida Ativa;    S
9116995024000000;Renúncia de Serviços de Saneamento Básico - Esgotamento Sanitário - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116995025000000;Renúncia de Serviços de Saneamento Básico - Esgotamento Sanitário - Multas;    S
9116995026000000;Renúncia de Serviços de Saneamento Básico - Esgotamento Sanitário - Juros de Mora;    S
9116995027000000;Renúncia de Serviços de Saneamento Básico - Esgotamento Sanitário - Dívida Ativa - Multas da Dívida Ativa;    N
9116995028000000;Renúncia de Serviços de Saneamento Básico - Esgotamento Sanitário - Juros de Mora da Dívida Ativa;    S
9116995030000000;Renúncia de Serviços de Saneamento Básico - Limpeza Urbana e Manejo de Resíduos Sólidos;    S
9116995031000000;Renúncia de Serviços de Saneamento Básico - Limpeza Urbana e Manejo de Resíduos Sólidos - Principal;    S
9116995032000000;Renúncia de Serviços de Saneamento Básico - Limpeza Urbana e Manejo de Resíduos Sólidos - Multas e Juros de Mora;    S
9116995033000000;Renúncia de Serviços de Saneamento Básico - Limpeza Urbana e Manejo de Resíduos Sólidos - Dívida Ativa;    S
9116995034000000;Renúncia de Serviços de Saneamento Básico - Limpeza Urbana e Manejo de Resíduos Sólidos - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116995035000000;Renúncia de Serviços de Saneamento Básico - Limpeza Urbana e Manejo de Resíduos Sólidos - Multas;    S
9116995036000000;Renúncia de Serviços de Saneamento Básico - Limpeza Urbana e Manejo de Resíduos Sólidos - Juros de Mora;    S
9116995037000000;Renúncia de Serviços de Saneamento Básico - Limpeza Urbana e Manejo de Resíduos Sólidos - Dívida Ativa - Multas da Dívida Ativa;    N
9116995038000000;Renúncia de Serviços de Saneamento Básico - Limpeza Urbana e Manejo de Resíduos Sólidos - Juros de Mora da Dívida Ativa;    S
9116995040000000;Renúncia de Serviços de Saneamento Básico – Drenagem e Manejo das Águas Pluviais Urbanas;    S
9116995041000000;Renúncia de Serviços de Saneamento Básico – Drenagem e Manejo das Águas Pluviais Urbanas - Principal;    S
9116995042000000;Renúncia de Serviços de Saneamento Básico – Drenagem e Manejo das Águas Pluviais Urbanas - Multas e Juros de Mora;    S
9116995043000000;Renúncia de Serviços de Saneamento Básico – Drenagem e Manejo das Águas Pluviais Urbanas - Dívida Ativa;    S
9116995044000000;Renúncia de Serviços de Saneamento Básico – Drenagem e Manejo das Águas Pluviais Urbanas - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116995045000000;Renúncia de Serviços de Saneamento Básico – Drenagem e Manejo das Águas Pluviais Urbanas - Multas;    S
9116995046000000;Renúncia de Serviços de Saneamento Básico – Drenagem e Manejo das Águas Pluviais Urbanas - Juros de Mora;    S
9116995047000000;Renúncia de Serviços de Saneamento Básico – Drenagem e Manejo das Águas Pluviais Urbanas - Dívida Ativa - Multas da Dívida Ativa;    N
9116995048000000;Renúncia de Serviços de Saneamento Básico – Drenagem e Manejo das Águas Pluviais Urbanas - Juros de Mora da Dívida Ativa;    S
9116995090000000;Renúncia de Outros Serviços Sujeitos à Regulação;    S
9116995091000000;Renúncia de Outros Serviços Sujeitos à Regulação - Principal;    S
9116995092000000;Renúncia de Outros Serviços Sujeitos à Regulação - Multas e Juros de Mora;    S
9116995093000000;Renúncia de Outros Serviços Sujeitos à Regulação - Dívida Ativa;    S
9116995094000000;Renúncia de Outros Serviços Sujeitos à Regulação - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116995095000000;Renúncia de Outros Serviços Sujeitos à Regulação - Multas;    S
9116995096000000;Renúncia de Outros Serviços Sujeitos à Regulação - Juros de Mora;    S
9116995097000000;Renúncia de Outros Serviços Sujeitos à Regulação - Dívida Ativa - Multas da Dívida Ativa;    N
9116995098000000;Renúncia de Outros Serviços Sujeitos à Regulação - Juros de Mora da Dívida Ativa;    N
9116999900000000;Renúncia de Outros Serviços;    S
9116999901000000;Renúncia de Outros Serviços - Principal;    S
9116999902000000;Renúncia de Outros Serviços - Multas e Juros de Mora;    S
9116999903000000;Renúncia de Outros Serviços - Dívida Ativa;    S
9116999904000000;Renúncia de Outros Serviços - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9116999905000000;Renúncia de Outros Serviços - Multas;    S
9116999906000000;Renúncia de Outros Serviços - Juros de Mora;    S
9116999907000000;Renúncia de Outros Serviços - Dívida Ativa - Multas da Dívida Ativa;    S
9116999908000000;Renúncia de Outros Serviços - Juros de Mora da Dívida Ativa;    N
9117000000000000;Renúncia de Transferências Correntes;    N
9117100000000000;Renúncia de Transferências da União e de suas Entidades;    S
9117110000000000;Renúncia de Transferências Decorrentes de Participação na Receita da União;    S
9117115100000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - FPM;    S
9117115110000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal;    S
9117115111000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal;    S
9117115112000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Multas e Juros de Mora;    S
9117115113000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Dívida Ativa;    S
9117115114000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9117115115000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Multas;    N
9117115116000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Juros de Mora;    S
9117115117000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Dívida Ativa - Multas da Dívida Ativa;    S
9117115118000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Juros de Mora da Dívida Ativa;    S
9117115120000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias;    S
9117115121000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Principal;    S
9117115122000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Multas e Juros de Mora;    S
9117115123000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Dívida Ativa;    S
9117115124000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
9117115125000000;Renúncia de Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Multas;    N
